word_count,usd_pledged_real
21,1245
13,2885
11,76
17,5355
29,5290.68
37,31
26,16
24,3484
57,75
51,202
22,1260
19,3130
23,0
11,176.31
45,132
24,871.42
20,1
57,1315.03
11,1310
50,5568
27,2
26,3540
34,211.04
29,2434
14,4.82
47,0
13,3875
10,624.44
28,500
23,5062.68
25,9962
34,6228
36,8290
56,11961
56,8609.6
24,50
58,4887
56,1557
24,651
58,1648.42
31,0
40,5
13,2
19,1
57,7347
41,5000
13,3790
20,175
35,0
50,95
41,10
34,1640
32,43374
14,39
57,3940
54,3464
57,340
33,355
31,1161
33,4307.27
39,0
21,155
65,6136
47,983
32,48
60,2103.39
34,0
55,1216.99
23,53250
55,312
8,3440.94
36,54.54
22,0
50,8938.88
22,2769
58,19405
56,0
29,70
21,923.39
58,90
50,341
52,44546
56,855
28,22
46,7936.88
17,0
57,0
60,9801.98
8,753
39,457
25,990
19,0
18,1333.89
45,37.02
42,2375.53
17,78.94
44,50
32,342
34,2912
48,1375
35,308
47,20
50,55.44
43,97.5
36,20
20,0
18,3610
11,50
11,1375
54,8208
45,2
43,728.71
50,0
12,17
42,90
26,16.45
34,0
88,0
54,405
24,9621
30,165
54,16765
53,91
31,0
57,0.78
60,726
40,55
40,1975
40,23384.01
45,13660
56,1286.85
58,305
10,20
58,45
52,0
49,22.82
20,7900.44
14,0
40,0
6,3533
32,35
58,897
47,7668
44,360
29,1000
31,3020
25,0
12,251.52
38,2551
57,215181.63
18,50
14,2023
60,61174
35,4
23,301
20,1
24,754
25,892.24
34,366.36
23,230
20,115
60,0
52,361
11,0
55,1674.82
20,10
17,4072.71
58,280
12,1
28,2565
3,3701.65
24,53848
22,5029
49,0
33,44
18,0
39,466
34,134
45,5853.84
25,20
45,250
58,25109
43,3271
49,557
31,34955.64
54,1482.4
38,479
55,0
17,5050
20,271
28,2481
30,920
43,597.86
16,10
19,1113
31,1131
31,238726
4,1.31
16,5182
45,0
60,0
38,2726
18,1
52,20
42,5
28,7912.5
46,1355
13,311502.58
57,1131
45,11174
24,2913
25,11
30,353
27,229
21,50
57,2174
21,0
29,1513.92
16,950
48,6275
14,250
57,20
54,981.14
28,0
29,1930.34
14,0
18,334.76
34,5
31,1705
15,902
22,630
31,132
58,11044
33,10
14,1330
41,14362.54
23,760
55,950
34,115989.05
33,374.52
26,25
60,4658
44,261
10,1261
19,5368.87
54,1854
51,733
34,12737
24,25
28,915
48,305.97
14,19480
31,19850.95
36,150
54,3873.69
53,0
30,10
13,9100
30,8066.99
47,62.9
30,2132
45,2892
43,9025.01
56,60
23,23
29,1065
24,2653.38
56,331
36,0
51,1806
44,0
17,31695
58,6361
33,0
22,3155
22,1
25,1
58,5947
32,266.68
9,25
7,34.8
34,105
10,5626
56,0
22,22.27
23,10
46,30.47
29,5486
57,7002.77
34,1226
38,37834.44
41,910
40,816
18,3926.17
15,6352
58,5497
55,535
20,423
49,57
52,0
30,6
30,6
9,81
25,1400
12,100
60,89381.97
44,1728.12
31,746
17,51
56,5146
21,7311.61
15,1055
16,126.57
57,15506
34,11033
37,507
38,23.38
35,10456
20,6505
57,472.4
39,16277
60,7793
17,15.83
12,4212
14,0
45,1.22
55,570.48
46,17250
37,120
21,85
37,20976.29
50,50
9,1243
10,3249
60,1421.2
42,55
49,5600.65
10,54
39,630
53,100
41,8285
29,90245.57
43,5783
36,0
34,1.13
30,0
16,10
15,272.96
50,64.86
31,5688.83
57,10615
10,0
28,1
51,4518
30,9447
60,0
48,5503
49,2.56
31,1328.38
14,42957.4
49,4490
57,3811.5
36,1503
23,352.9
33,0
26,0
40,278
10,0
42,3112
78,1895
19,5528
16,380
15,90
27,3075
57,0
25,4130
34,2835
46,4066
55,2323
51,2985
54,5710
32,0
37,50
28,0
60,11161.49
52,2872
21,21
33,28
48,344
24,3228
44,1423.11
15,10.25
52,0
54,8900
34,577
23,488.8
28,25
19,0
38,5315
25,571.09
29,0
58,3127
39,0
18,26
34,0
40,11739
27,350
19,50
47,0
37,41
22,27699.57
55,2182
47,5025.01
56,14249
31,428
33,10450.53
60,262351.01
23,10
14,661
30,6072
4,5750
52,1575.75
55,12121
38,38.09
32,227
25,39693.28
42,235
58,534
10,0
8,7155
47,411
28,895
36,432.29
23,1900
57,201
22,114
30,696
24,3362
46,1053.89
29,76
55,15946
31,0
15,1326
12,1043
22,22339.22
50,0
47,5001
59,3726
13,6000.01
27,502
39,1340
51,1657
44,1177.02
34,3169
36,478
31,2900.52
37,78885.25
13,1000
19,191
14,5050
31,0
29,800
29,545
33,10671
30,26025
45,5035
41,96026.18
17,0
24,25
15,53.55
60,100132
36,2325
18,70
57,0
20,595.03
45,906.55
58,0
10,415.69
58,280
17,2155
11,940
57,4331.78
44,430
30,7946
18,1105
49,889
41,45639
43,12778
18,5230
48,1039
52,32587.88
47,342
46,66625.52
15,20
47,140
27,3849.59
55,2.24
15,145
18,679.38
10,1.52
21,0
55,5013.13
56,11342
26,0
9,10052
17,0
49,10743.5
49,11063.09
20,3103.33
60,33632
34,2232
58,272
27,3307
40,161.05
27,781
58,9501
52,547
12,1100
14,10376
24,0
32,786
14,603.64
25,10211
39,18047
45,12772
20,85
9,2554.01
29,71
34,317424.32
18,548.97
26,1
56,2408.15
23,2418.4
49,40136
25,2000
26,0
59,1600
28,2220
16,12555.21
59,691.82
38,15
52,4685
11,3130
27,313
34,24177
33,3071
28,12984.6
44,30719.36
47,110
14,4006
15,2155
59,73.24
55,629.79
32,0
26,230
35,13232.42
43,0
16,17583
59,7622
58,10198
60,52202
37,4230
54,41
58,1076
24,7001.98
43,605
40,147
40,6119.96
12,325
62,9657
42,609
29,8210
19,1825
11,155
28,7.68
25,0
9,27.9
52,30093
29,3465.32
30,55
36,500
18,0
55,600
21,1.64
54,668
54,975
42,540.24
31,236.26
14,214
24,164262
34,1588
39,100
58,10940
45,23.28
41,188
57,5125
11,1
54,18200
9,772
30,0
37,1600
35,0
21,830.87
55,5590
28,14596
24,0
45,5253
31,2630
57,70
34,10
35,385
60,85.93
40,616
32,0
10,408
29,6
24,14301.5
25,6222
24,0
32,0
34,1091
57,4974
20,3045
47,1254
43,0
52,15028
31,0
40,474.94
35,280
24,2017
55,1.31
10,0
29,61.25
33,5.58
15,1.52
28,0
11,1800
29,307.48
46,5.9
24,0
50,510
49,2560
13,0
60,7.68
52,4809
18,757.09
50,185723.25
52,495
37,0
46,3001
36,5425
56,572
23,0
25,1216
31,0
43,50
8,11591
51,0
56,305
24,0
28,0
25,465
38,1524
32,12621
14,0
62,30583
23,122.06
38,30222.88
39,1.12
59,350
54,12184
44,2013
36,1888
22,2977
58,79165
48,58.57
54,3140.05
51,150
54,21811.46
39,1583.66
32,4832
60,23920
22,0
10,557
48,0
41,2599
30,46.12
32,1262.2
30,3145
58,700
7,0
28,49
39,250
45,160.47
50,616
48,6121
58,10149
28,0
30,181.63
49,3931
37,56
12,1695
54,0.76
38,0
10,454.89
21,1780
35,0
38,1
9,21
55,16465.99
8,43300
40,170
35,21618.01
50,6696.17
38,16889.5
15,83821.93
18,0
58,12.28
60,27247.83
60,5696
37,10
60,25
20,7.58
30,3890
55,33
31,10185
48,49141
26,101
47,668
45,36
24,1620
34,7744.67
48,1053
58,0
31,1884
32,17381
35,5228
19,60
20,0
47,72
42,0
54,45.96
32,26.47
33,183430.41
23,0
36,35.98
58,600
58,1310
53,21626
57,192.48
58,61887
30,10497
30,48
28,77
37,10814
54,5409.38
52,39651.8
41,0
38,0
24,3563.54
38,20498
26,0
48,48
53,12600
57,9017.21
60,12439
41,7661.92
40,250
18,120
13,0
53,0
25,5
46,4.29
52,1457
36,63547.95
41,395
15,25
44,2360.06
10,54
28,12510
12,0
50,11549
17,1509.09
50,80
42,132
50,12
29,19020
56,3571
50,1711.25
33,125
45,716
11,367.56
12,271
21,10370
60,1400
8,0
50,2581
28,44
56,22310
51,175.48
51,1520
48,39490
32,0
55,247.68
53,2350
59,3201
43,28860.73
26,696
21,5
58,23848.97
44,44039.94
23,12.58
15,3782
34,0
39,1192
60,20
10,150
30,0
58,0
25,3066
56,11769
26,40148.12
25,50
16,1
56,52117.93
46,1943.15
27,6245.38
25,2486
55,10796
30,86
58,6
31,860
21,10210
24,3701
44,648.38
56,10077
28,551.49
46,4155
54,7292
33,6477
57,1120
31,1217
44,3128.34
16,14
22,355
60,6357
51,122
25,0
57,1
43,13360.21
21,941
31,1956
32,4781
25,2523
58,808
28,1972.97
15,40404.24
45,27
52,2243
21,303
59,3674
16,122
4,450
49,7450
6,43.66
31,15
23,255
41,26630
31,534
5,0
60,5536
16,1641
16,20322.34
56,4156
55,49.14
7,1955
12,215
40,0
16,1611.41
41,14810
33,6789.81
62,1709
11,0
33,2718.14
30,553
58,34.34
49,5090
51,11356.07
42,1640
45,2639
17,70
24,11.87
57,5
52,6075
21,0
51,10015
11,2368
28,6660
59,820
37,2783
18,50
63,1.06
32,145
15,175
22,2.34
19,11351
16,42.06
48,180
8,3355
48,1741.12
18,333
16,10
56,0
59,29739
14,106
11,10
45,35668.6
28,150
25,38388.99
49,0
42,60266.66
13,982.61
55,6167
50,200
23,1104
53,1095
35,2720
45,2590.23
52,2862
39,470
17,21
27,320
56,5
29,35083
21,100
44,315
19,50
20,2138
13,1
36,0
60,0
29,15
60,5802
10,1010
10,197
31,15688
49,71808.58
22,9663
25,138
59,5806
31,8156
60,20489
58,73.33
36,0
29,101
13,0
47,10360
17,200
37,6762.66
16,2
25,0
22,1088.14
57,700
29,14145
57,520
33,1411.93
21,3023
38,1241
54,17152
41,5812.93
23,4
21,1368
40,4081
17,3566
19,95
52,0
43,50
38,33736.7
47,0
59,19389
17,33248.57
59,10042.26
59,40
29,2889
37,0
30,1596
23,0
26,0
56,7500
51,1228
24,27
43,840
13,9775
14,90
35,41416.49
56,4747
43,10.97
23,151
31,1720.82
21,21
18,346.48
59,22050.01
28,1715
15,11
19,1
39,897
28,751.08
35,315
16,7145
48,0
29,8056
35,1001
28,1
21,25
56,6733
27,901
60,130
39,2721
22,130
46,1
40,0
36,4052
50,1268.97
17,643
19,0
45,125
27,10191
24,2055
34,5355
50,23033.38
31,5284.6
33,1028.63
24,1
39,11011
35,55
41,1
45,6538
39,6546.36
40,431.26
14,481
31,0
49,0
23,4600
19,0
13,3225
17,273.64
29,3883
57,21156.72
46,6144
24,0
25,22.86
38,0
16,315
38,154
38,1298
58,1710
44,3321
37,17
38,2135
20,57
8,42
49,4045
16,13510.38
34,10447.11
56,1108
8,2328
32,5060
28,1159
27,31
50,9635
15,140
28,1
58,5880
68,918
56,14483
59,3
22,12120.03
49,3689
28,381
25,130
30,460
43,521
45,13360
19,80.25
47,56398
26,0
60,2235
23,108466
59,205281.9
18,1
54,900
57,2032
20,3266
20,2403.87
8,0
77,10135.53
22,200.57
37,80.48
21,498.45
46,819
22,65
53,3096
26,100.85
43,27342.62
17,0
37,4390
32,113
22,8
50,2690
19,0
35,0
58,205.79
50,245
51,272.98
33,14075
16,425.9
12,2193
31,2216
18,0
60,18217.33
58,0
55,1375
47,610
13,50
20,2785.95
21,1430
35,31522
28,7440
37,11342.64
40,334.78
43,1532.78
38,3285
38,1
17,0.79
23,473.52
54,7724
34,420
45,8116
47,2043
54,0
26,40
21,43.32
53,1
22,480
53,0
56,16
67,4120
24,26004
9,3505
60,312.83
16,0
5,154.72
38,3210
40,3736
60,1395
59,0
27,10
42,151
19,14096.87
33,28
51,85
25,2537
18,501
48,12643.08
26,6549
44,7615
52,1348.56
61,2506.73
52,0
18,5725
13,5070
32,22629
17,3350.35
35,2575
38,860
22,10060
28,260
15,13131.52
21,10100
29,19.17
11,1230
16,55
53,136
48,588
20,0
21,3316
14,5
8,3.18
47,3427.23
19,17350.13
50,4635
40,1.17
10,5125
22,523
7,0
39,0
57,5626
30,300
57,224
60,0
15,7.17
59,5221
30,1808
13,825.45
35,1276
42,260
40,4834.65
38,1360
57,0
52,100
50,0
17,25
5,9155.05
51,0
18,4605
21,16.3
54,296
12,33.73
31,1.48
24,1
78,2134
55,7649
3,181
51,1333.09
25,2155.99
37,91
32,1930
38,0
15,219
21,312.36
51,22945.51
50,7616
17,0
57,1350
35,6005
37,200
26,266
35,0
43,0
55,26
30,498
44,592
26,11637
56,6709.75
37,0
40,0
50,419
46,2669
36,410
14,10
44,2940
8,213
44,20.41
49,15885
20,406.66
52,294.64
27,11706.02
60,21557
32,24293
31,3870
21,2
15,8029.98
17,2380
38,366.22
16,850
44,25
26,106
60,24816.91
41,2477
18,6
51,0
22,0
52,1354.5
38,225
38,265
33,175
28,392.42
12,1
23,230
60,124
23,4254.67
41,168
42,4091
29,380
23,39186
31,5018.21
43,0
28,27362
21,5
28,50
46,0
11,1.55
42,141217.57
20,27389.77
28,50
41,3192.61
56,1630
12,0
56,756
5,10160
32,299
33,35
54,5008
58,1581
11,0
27,4091
52,390.59
45,298
51,20318
51,32
39,1577
51,1806
60,4041.32
17,0
11,66703
37,325
31,0
59,0
57,3291
21,6118
20,11175
57,1469
57,3145
38,10
27,25
38,1
48,657.04
24,1050.44
27,637
38,3330
48,680568.09
8,40
41,40.41
60,1188.02
59,1298
46,14567.39
29,35
19,0
36,1
42,6141
60,375
35,301
14,45
26,0
41,0
21,32948
46,45
23,35257.01
19,1388.66
11,8
54,430
33,4507
40,2200
56,575.29
41,235.34
40,666
45,25
46,3194
46,321
60,18592.09
13,366.19
53,546
55,33340.99
39,0
30,3287.19
21,33
59,280
40,325
47,4439
47,0
6,0
28,177.54
10,50
31,2261
53,0
60,6024
48,7305
32,5575
21,5
27,1936.5
8,285
17,0
29,710
55,8205
34,1010
14,2443.39
45,15703
36,718
32,29575
15,0
34,2141
50,3325
54,551
17,824.83
8,0
56,135
39,0
55,1691.12
41,13
54,22059
41,1143.71
22,0
22,544
34,51535
31,8746
48,34918.26
59,5863
60,0
18,56125.11
20,9135.37
44,172
49,2222
60,0
24,436
23,24059
59,9
19,2
48,52
21,0
36,370
15,0.91
6,6738
20,7903
18,200
53,7597
36,39.97
21,7
53,31913
31,0
33,970
7,2.26
41,85.67
26,0
15,0
14,53
45,25
34,4182
24,290.93
55,3808
39,0
45,6393.98
12,6945.37
32,135
34,2839
23,444.78
23,0
41,0.75
28,17
29,0
51,0
18,25.08
45,111178.51
43,487.46
40,5
55,360
15,3968
60,628
29,21795.05
60,3381.87
12,831
34,0
60,3125
52,36.73
44,4426
16,2256
12,10
23,17106
32,1591
78,167
7,303
53,2251
36,180
49,10055
41,5
32,6
33,1022
54,8269
26,133
59,4946
26,4440
42,5573
56,25556
9,25
21,2107
51,0
14,60
38,10.85
19,5.71
43,6010
10,150
57,109
41,690.66
56,2040
20,217
45,66963.95
59,1926
35,265421.2
51,1329
50,10974.77
53,462
22,0
31,17715
32,48.53
46,3671
6,170.72
21,425
4,1050
48,1736
49,196
59,1156.66
58,50673
15,5132
31,16336
59,3415
60,25000
18,0
30,5110
23,330.6
37,144.09
17,2
36,47156.14
10,0
33,65
60,1
40,1246
49,10746.88
23,257
16,15345
58,3431
51,11887
17,1371
20,0
42,1481.02
19,1277
16,0
30,2055
44,0
17,11.5
58,60409.02
23,289
17,45452.29
24,353
33,1251380.03
57,0
60,76726
14,0
23,20
23,1264.5
58,103347
29,0
31,12516
49,9450.98
44,3376
23,584
33,13172
39,61
21,1034.43
23,711
42,83
23,8216
35,2583
22,25
53,445.57
55,50
17,426.66
31,2552
17,125
37,631
44,4000
46,238.9
45,505
47,6159.5
8,8
20,25270
13,645.74
54,6500.63
60,36
29,4113
43,1800
21,8223.11
38,1362.58
23,1561
40,5500
45,1
19,500
14,80
33,650
55,6176.01
85,25
55,1980
39,20
22,0
16,3700.01
20,2706
35,5540
27,15
24,25
7,385
56,17869.31
31,1107
58,50
5,3221
26,721
12,155
60,967.77
57,11
29,15380
54,560
47,23.82
30,39742.5
11,1760
40,30
2,5130
18,20662
60,1320
54,2
31,13519
33,2911
35,0
57,1443.91
59,3091
29,411
11,2002.56
11,6
24,125
37,823
16,50
29,820
46,54743
41,84
35,0
26,0
60,3709
9,426
56,6275
35,5799.1
12,0
32,158
60,3776
24,133.63
18,1440
27,0
17,750
13,2305
45,2163
10,1
51,150
20,1
43,25
37,0
39,1546.01
28,0
27,24857
29,650
32,2645
36,42258
8,2307.36
45,1100
17,400.33
15,2023
12,20085
23,0
33,229.99
11,604.42
7,100
45,8699
36,64260.66
55,41
49,230
12,4356
13,1
37,44154.64
48,4959
13,0
58,170320
36,204.47
60,7002
28,10
60,9918.97
47,23519
55,2338
49,652
55,1416.71
37,3394
43,16553
19,191
39,40
28,387
53,820
22,944.91
51,44902
61,10200
23,65
25,5700
30,19690
66,12032.55
60,2490.16
34,5292.27
14,960
59,3885
56,335
45,235
38,0
55,8162
47,650
24,630
60,48307
18,50
31,772
37,33
29,0
16,5368
22,230
51,0
19,10208
17,1438
60,125
58,4067
41,1640
60,37
34,306
52,235
51,500
29,1197
54,9030
13,35
56,159.91
56,21253.13
29,9777
59,0
58,200
24,810
38,5517
23,375.86
60,2225
26,1943.86
43,25
14,25
57,4637.39
42,216
13,14357
39,1812
60,803
34,180
43,370
56,1262
6,650
34,0
17,10363
60,2249
49,0
15,0
47,7121.75
23,6750.01
24,3633.21
57,5312.11
45,25
20,254.41
54,20877
60,232
22,12332.3
52,0
21,51
46,3355
57,35
40,40504
57,2295
14,31977.79
14,0
17,5.82
35,0
54,2420
41,916
16,12639.68
14,1
60,6918.01
49,832
22,108.6
45,78.44
51,113
21,190
24,310
28,0
36,265
53,10306.08
17,225
25,370.15
37,890
32,2664
38,7236
25,4121.27
19,26850
50,1503
51,890
60,150
52,19721.05
43,1750
40,14.88
40,4110
22,17900
23,0
27,1264
27,361.72
22,1360
57,500
15,758.83
51,17533.97
59,3581.11
56,9402
19,1840.97
13,6
45,45
24,10894
55,20.57
21,987
25,125
14,0
50,0
30,2541.98
34,0
59,1455
59,8790.31
35,151
16,3
34,0
43,161.14
53,0
23,1913.79
15,0
48,0
29,1112
53,21506.73
19,23336.86
56,20773
41,1481
37,3566.28
24,15
34,5461
44,5557
42,5.43
47,2313.94
58,2292
53,7474.79
51,55709
50,490
30,1151
11,6800
36,7751
10,684.9
48,67035.22
53,10
26,0
25,100
27,425
21,0
22,8796
13,0
32,40
25,2055
23,0
27,40
48,934.74
12,3100
24,149.88
20,0
28,1360
22,700
34,0
10,330
56,544.67
11,1
35,4820
27,600.43
14,5076
25,0
18,1143.11
45,2410
4,10087
51,1395.51
44,10502
29,0
41,8625
4,30752.1
59,6758.34
58,90
31,46.87
55,574
33,2931
30,5665.89
52,70216.36
60,11865
35,1405
11,3699.78
60,2462.48
27,20
54,465
33,0
26,19030.54
53,10
35,213
6,50
60,6
44,60
12,997
10,355
55,8025
6,3379.76
16,9318.31
28,0
42,17004
25,8729
29,13837.93
12,1.55
54,2409.5
11,25510
29,2210
59,1367
27,0
12,239.49
59,74249.69
36,35
32,47512
20,1
26,9358
8,0
50,6991.3
28,0
50,47633
42,1785
25,14.09
53,0
46,0
45,0
53,3444.41
60,1636
18,0
22,110.89
12,12
11,21
29,1082
7,0
14,0
46,120
30,201
51,901
26,288.24
58,1026
24,5220
41,4159.79
24,0
50,8795.97
24,2325
36,5.58
34,0
20,230.99
24,0
44,657
18,17.03
20,229
18,60
48,5000
20,0
42,4520
14,10
30,1570
15,6593
55,1
31,1319.03
46,50
25,1
14,638.2
25,3384
22,202.81
10,0
39,7771
55,3894.01
20,0
22,308
55,130
16,107
9,2067
60,4389.88
15,85
13,6175.47
19,199
16,40499.68
52,32822
18,6121
33,0
60,5561
29,109452
14,0
20,5930
38,30684.12
21,14307
34,0
55,4139.23
49,1210
41,3851
60,1055
30,0
46,0
14,4011
55,13263
15,675
19,453.65
37,53
57,12390.31
35,206806.86
20,55
37,2652
30,15.12
26,310
45,39.65
53,0
19,231
20,55
8,80
12,1
41,2085
33,10
19,351
29,100
5,659.36
52,25
26,12402.52
58,1979
54,3520
19,0
60,1200
58,5453
55,0
14,0
60,0
24,46338.44
51,420
18,1.81
37,6225.64
58,1455
28,0
37,135
59,13.47
12,6195
38,10781.92
39,61
60,1168
47,1851
30,64
60,7417
33,0
53,0
37,87216
39,11062.29
60,25145.43
48,1145
12,1925
36,3309
46,23696
10,0
56,691
58,79.8
60,19509
37,151
48,991.31
25,25
39,33
26,125
24,85
52,15536
20,20
58,43
31,0
58,261
36,171
52,750
26,40
60,6250
39,610
43,30
29,2035
15,1.1
56,14608
48,0
13,60
22,28
75,560
41,1844
30,100
47,141
42,0
19,2040
59,1822
18,1165
26,31
35,4408.95
15,370
26,4.11
60,2001
56,5330
23,2901
56,4160
11,412.88
46,122016
44,110
24,1227.38
54,7171.57
54,2.73
41,250
56,616
60,18101.45
36,12617
60,1217
60,501
37,100
27,32862.2
9,2000
28,0
60,8326.85
9,92
15,649663.07
23,390
49,6221.54
19,211
44,0
25,30
55,5553
34,2190
50,3500
21,4073
16,14123
52,169.16
54,8610.1
60,3430
8,25.64
57,564
9,1157
55,545
19,1
27,779.99
39,0
19,455
17,0
33,713
38,1076.82
21,965
35,37436
57,1527
32,15
19,0
39,556.5
54,50
38,89.88
19,0
32,3371.71
52,17777.76
24,550
37,1200
49,0
59,20.37
24,0
58,6228.06
57,40509.6
22,3583.48
42,9270
54,4327
24,3614
23,10223
31,0
20,300
12,2026
40,26
4,284.66
15,140
49,78
55,6308.7
47,75
37,455
21,507.5
60,1990
25,6240.11
17,0
16,729.88
25,3
48,4644
18,3706.11
53,1375
22,0
34,1549
55,5545
11,333
26,1830
25,46.69
5,0
23,25949
30,36666
20,25
9,0
37,1460
16,0
43,1588
43,0
34,651
15,1075
17,160
18,255
21,55
51,2985
42,0
59,2781
59,4.98
55,4796.55
12,1144.73
32,0
31,3480
49,54.88
12,1965
31,19773
28,1301.51
31,1
59,1492
5,7.66
29,13269
58,0
26,11532
21,1635
38,1467
19,21
21,2213
26,23.16
18,1005
52,0
38,12706.12
29,868
28,2645
65,14600
24,348.56
11,2568.61
12,0
25,0.54
21,1355.91
39,0
13,7319.57
10,10
38,26431
24,364
20,27
29,6434.5
54,28784.03
60,1788.24
26,2165.01
18,559.95
10,40
58,15284
51,11382
32,1.61
23,0
24,0
60,248.2
57,113560
55,0
55,4201
25,1375
16,8483
54,764
55,3698.58
59,957
43,360
24,41
24,151
51,77936
14,825
57,0
58,82458.12
17,798
53,4025
18,0
31,0
17,1
29,180
16,7470
50,2977
26,8570.11
14,4000
14,3074
34,0
10,8724.38
40,10174.59
23,3075
30,858.32
9,176
17,32138
29,31
47,790.89
17,16.64
16,5
45,6010
55,2857.37
54,6
48,43320
56,1
52,110.11
42,10450
23,85
31,3513
60,16185
33,5111
23,606.69
27,2136
39,120
7,82.84
46,978
34,2049.5
13,1859.13
26,4550
15,24.46
47,35912
83,3555
20,6
11,117192
52,83
54,5
36,452
40,42239
23,1220.72
50,0
42,1.61
59,12624
22,635
55,91
59,1225
11,0
16,2186
45,8000
31,467
48,12305
10,0
20,2443
57,3091
54,15436.5
22,5160.22
19,4.65
59,11267
42,10413
17,101
37,8.04
36,5211.98
11,13.75
53,536
18,741.12
55,556
49,125
19,117660.46
43,720
26,2375
28,40
16,30
30,0
42,2590
33,1135
48,140
18,3185
47,813
56,0
17,2228
20,800.97
42,8042.49
9,48227
18,0
9,585
56,8685
41,765
9,6100
60,1006
25,1110.59
12,2
26,413
21,140.3
41,10360
25,10677
7,15779
16,10965
37,52.76
38,0
25,0
27,215
14,235.72
36,4309
47,0
31,92400.1
23,8430
55,10001
24,0
60,4057.24
62,825
56,40805
36,600
59,178
24,35063
41,2431.37
30,435
14,1005
51,678.56
59,10069
52,670
20,0
27,3440
37,3671
21,1
20,0
49,1940.54
34,0
55,83.53
53,238.35
55,2600
50,2051
45,3153.5
23,2100
16,7.11
39,6808.04
46,1520
9,246
36,22.33
16,0
28,1000.5
47,4172
30,10377
23,26
26,0
30,5720
58,0
32,7107.36
17,151
17,0
47,2538
56,29525.1
42,530
50,206
49,562
11,611.12
59,1109
13,7416
11,1451
38,8707.23
25,21
40,4061
56,6111
22,115
28,625
24,260
51,36636
59,6.23
45,84
50,10
51,33939
59,44
32,275
13,25792.6
12,250
46,11730.16
44,0
14,102699.71
52,4353
22,3505
44,3
49,0
54,115085.21
35,1194.32
58,502
57,13334.07
17,0
50,385
16,5249.6
25,1135
14,0.65
36,1949.95
23,3706
32,1453
19,0
36,35
18,351
18,25
57,2196
26,6237
16,633
60,1310
11,30
52,20045.51
40,5
43,201
50,13723.17
38,12
24,50
59,1
12,0.72
25,22
32,3167
25,534
13,90
14,10
44,0
41,3514
15,128
37,7
59,8651.87
20,188
23,41
17,3280
49,441
16,1650
36,15
16,53
53,91190
17,0
22,0
28,283
14,1518
24,0
59,6660.18
57,1671
45,14959
37,2157
37,0
18,10
53,0
28,1608
21,1055
25,81.54
17,201
51,30
31,7491
58,15219
12,1360
22,80
59,532
45,12020.63
39,0
42,859.82
24,1162
55,1410
57,1004.39
26,138
30,5383.33
11,160
12,36
60,76.44
11,50
6,8855
16,5508.97
29,408.26
15,1380
26,1045
15,0
43,2104.83
38,1166
17,1109
50,1236.65
57,32
39,0
24,0
34,25
12,795
12,611
19,465
41,1842
13,11206
35,3935
14,22
15,6651
52,21026.68
14,50
33,149.19
47,390
55,1580.75
37,233.45
37,1251
21,5000.11
29,42
34,5015
39,1122
35,0
56,1395
48,125227
32,6599
14,784.64
9,932
30,5
28,677
35,321
58,1240
34,15961.2
40,589
7,30
13,0
56,72804.82
57,3617
13,3172.59
50,3085
18,146
25,13469.83
8,24
39,2670
22,735
18,1674
43,8085
17,21
38,8934.14
7,614
13,6
60,41347.87
22,0
41,1530.35
29,141.31
60,25
15,6494
26,85797
33,30190
34,4.58
54,11000
60,51360
45,250
31,3375
12,9.01
42,1075
53,0
43,120
46,10570
48,10081
37,8187
50,10
16,1
42,0
59,1.57
27,3088
22,150
18,35
17,1.54
56,12447
45,22671.72
45,11758.7
11,67629
21,4804
36,0
43,0
53,1574
19,1.54
34,1610
30,3266
16,1599.99
24,2282
56,531
56,80279.55
12,8940.46
10,40
47,100
19,0
36,527.48
13,389
10,0.81
40,0
10,2780.09
25,0
59,2525
11,2
20,11
11,939.78
51,1715
58,0
26,517
16,1303.25
29,76398.75
53,5.43
24,356
60,8048
45,13223.89
82,207
13,216
15,120
46,3671
50,180
45,111
7,7105
45,4109
9,900
21,37.19
19,10
55,150
53,7094.37
15,1
29,855
34,10770
19,0
57,283.83
31,13695
28,2762.11
50,17338.35
23,297
59,0
38,0
16,97
46,462
46,2610
30,2652.66
14,6725
60,5
32,1997
25,4584.78
17,1768
16,5605.38
43,5025
60,25
41,908
25,0
56,1925.01
54,35976
7,25
15,19106.52
11,6301.55
41,2
16,760
59,360
52,395
9,10191.58
33,5319
25,1518.26
20,0
50,55394.51
50,33463.89
62,713
56,0
23,0
15,75
52,9654
52,158541.79
13,2311
14,0
51,12525
58,130
26,2309
46,0
51,2427
43,90
49,269602
29,10
22,2
59,991
16,10.01
23,292631.5
25,4446
19,64
37,4608.69
60,518764
85,5488.3
8,647.14
36,2510
51,1890.69
30,28212.03
4,62.73
29,26774
13,150.75
36,5230
60,3006
14,4491
18,29228
53,1241
59,979
37,1692
23,6251.17
36,18450
22,0
15,94
23,15270
44,440
60,1712
58,277.25
34,0
45,10346
41,227
11,1
17,1
38,265
27,35.42
35,0
51,0
53,15077
30,50
34,910
52,0
5,196.22
16,2545
18,40.91
15,0
11,1896
55,124.61
34,4318
43,2747
33,0
54,48181.36
9,0
44,5070
54,89.12
28,11
23,184.35
16,22141
32,200
19,160032
32,1445
47,1035
32,130
22,6500
60,3495.44
14,777
19,7910
54,49949.28
33,396
26,16627
29,132
10,0
60,2355.66
